Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
10/04/2016 08:28:00 PM,Brooklyn,41,MD Residential Structure,Preliminary Investigation Only,Other
10/04/2016 08:54:06 PM,Queens,54,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
10/04/2016 09:04:00 PM,Brooklyn,31,MD Residential Structure,Incendiary,Incendiary
10/04/2016 09:17:00 PM,Brooklyn,33,MD Residential Structure,Preliminary Investigation Only,Other
10/04/2016 09:25:35 PM,Manhattan,01,MD Residential Structure,Dishwasher,Appliances
10/04/2016 09:28:00 PM,Manhattan,12,MD Residential Structure,Preliminary Investigation Only,Other
10/04/2016 10:34:00 PM,Brooklyn,33,Outside Rubbish,Incendiary,Incendiary
10/04/2016 10:37:00 PM,Brooklyn,43,MD Residential Structure,Incendiary,Incendiary
10/05/2016 12:08:23 AM,Brooklyn,35,Other,Incendiary,Incendiary
10/05/2016 04:21:00 AM,Bronx,20,Vehicle,Incendiary - Combustible Material,Incendiary
10/05/2016 07:51:00 AM,Brooklyn,43,MD Residential Structure,Other - Open Flame,Open Flame
10/05/2016 08:00:00 AM,Bronx,14,Other,Juvenile Firesetter Follow Up,Other
10/05/2016 08:21:00 AM,Brooklyn,48,MD Residential Structure,Preliminary Investigation Only,Other
10/05/2016 09:43:00 AM,Brooklyn,41,MD Residential Structure,Preliminary Investigation Only,Other
10/05/2016 11:36:00 AM,Bronx,03,MFA,MFA,No Fire
10/05/2016 11:47:52 AM,Queens,49,MD Residential Structure,Extension Cord,Electrical
10/05/2016 01:04:00 PM,Brooklyn,41,MD Residential Structure,Preliminary Investigation Only,Other
10/05/2016 01:18:40 PM,Brooklyn,33,PD Residential Structure,Lighting Fixture,Electrical
10/05/2016 05:30:00 PM,Manhattan,04,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/05/2016 06:18:13 PM,Manhattan,07,Commercial Structure,Heat or Sparks from Friction,Hot Objects
10/06/2016 12:30:00 AM,Queens,54,PD Residential Structure,Incendiary - Reckless Use of Open Flame,Incendiary
10/06/2016 02:18:00 AM,Bronx,03,Vehicle,Incendiary,Incendiary
10/06/2016 03:43:00 AM,Bronx,27,Vehicle,Incendiary,Incendiary
10/06/2016 04:14:00 AM,Brooklyn,31,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/06/2016 07:43:00 AM,Queens,50,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/06/2016 09:22:00 AM,Brooklyn,39,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/06/2016 10:10:00 AM,Bronx,20,MFA,MFA,No Fire
10/06/2016 12:11:00 PM,Bronx,17,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/06/2016 12:13:00 PM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/06/2016 12:17:55 PM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
10/06/2016 01:56:00 PM,Brooklyn,33,Outside Rubbish,Preliminary Investigation Only,Other
10/06/2016 03:32:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
10/06/2016 04:26:26 PM,Queens,50,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/06/2016 07:59:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
10/06/2016 09:19:00 PM,Manhattan,07,MD Residential Structure,Preliminary Investigation Only,Other
10/06/2016 10:58:45 PM,Manhattan,11,Outside Rubbish,Incendiary,Incendiary
10/06/2016 11:10:00 PM,Manhattan,10,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/07/2016 01:08:00 AM,Bronx,19,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
10/07/2016 01:52:32 AM,Manhattan,10,Hospital,Incendiary,Incendiary
10/07/2016 04:51:00 AM,Queens,45,MD Residential Structure,Incense,Hot Objects
10/07/2016 07:11:07 AM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
10/07/2016 07:17:38 AM,Manhattan,12,MD Residential Structure,Other - Hot Objects,Hot Objects
10/07/2016 09:23:00 AM,Brooklyn,41,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/07/2016 10:02:00 AM,Bronx,27,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/07/2016 10:48:58 AM,Manhattan,13,MD Residential Structure,Extension Cord,Electrical
10/07/2016 01:01:42 PM,Manhattan,02,MD Residential Structure,Preliminary Investigation Only,Other
10/07/2016 02:00:00 PM,Brooklyn,31,Other,Other - No Fire,No Fire
10/07/2016 04:52:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
10/07/2016 06:00:00 PM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
10/07/2016 06:09:00 PM,Queens,51,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/07/2016 06:48:00 PM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
10/07/2016 07:23:23 PM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
10/07/2016 07:57:39 PM,Manhattan,11,School,Incendiary,Incendiary
10/07/2016 08:16:25 PM,Queens,49,MD Residential Structure,Incendiary,Incendiary
10/07/2016 09:32:27 PM,Brooklyn,39,Vehicle,Incendiary,Incendiary
10/07/2016 10:48:49 PM,Brooklyn,31,MD Residential Structure,Stove  - Natural Gas,Appliances
10/08/2016 12:40:51 AM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
10/08/2016 01:57:35 AM,Queens,53,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/08/2016 02:50:00 AM,Queens,46,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/08/2016 04:08:36 AM,Bronx,27,MD Residential Structure,Electrical Wiring,Electrical
10/08/2016 10:06:59 AM,Bronx,17,MD Residential Structure,Other Appliance,Appliances
10/08/2016 10:22:00 AM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/08/2016 11:29:17 AM,Queens,52,MD Residential Structure,Electrical Wiring,Electrical
10/08/2016 11:45:00 AM,Manhattan,08,MD Residential Structure,Preliminary Investigation Only,Other
10/08/2016 12:17:18 PM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
10/08/2016 12:24:00 PM,Queens,50,PD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
10/08/2016 03:58:56 PM,Brooklyn,48,MD Residential Structure,Ignitable Liquid-Polyurethane/Varnish/PaintThinner,Ignitable
10/08/2016 04:02:09 PM,Brooklyn,31,MD Residential Structure,Food on the Stove,Cooking Carelessness
10/08/2016 04:04:00 PM,Brooklyn,31,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
10/08/2016 04:28:00 PM,Bronx,27,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/08/2016 06:42:41 PM,Brooklyn,28,Commercial Structure,Other Appliance,Appliances
10/08/2016 08:53:24 PM,Manhattan,12,MD Residential Structure,Other - Electrical,Electrical
10/08/2016 09:12:38 PM,Brooklyn,38,MD Residential Structure,Stove  - Natural Gas,Appliances
10/08/2016 10:56:00 PM,Brooklyn,38,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/08/2016 10:57:00 PM,Queens,54,Vehicle,Incendiary - Combustible Material,Incendiary
10/08/2016 10:58:28 PM,Brooklyn,41,PD Residential Structure,Other Appliance,Appliances
10/09/2016 12:23:57 AM,Brooklyn,41,PD Residential Structure,Electrical Wiring,Electrical
10/09/2016 01:18:00 AM,Queens,54,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 02:45:00 AM,Staten Island,23,Vehicle,Other - No Fire,No Fire
10/09/2016 06:30:00 AM,Brooklyn,35,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 06:34:00 AM,Manhattan,10,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 07:49:52 AM,Brooklyn,33,PD Residential Structure,Electrical Wiring,Electrical
10/09/2016 10:02:00 AM,Bronx,14,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
10/09/2016 01:07:00 PM,Manhattan,01,Transit,Incendiary - Combustible Material,Incendiary
10/09/2016 03:20:54 PM,Queens,52,Commercial Structure,Electrical Wiring,Electrical
10/09/2016 04:01:00 PM,Brooklyn,39,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
10/09/2016 04:46:00 PM,Queens,53,Vehicle,Electrical Wiring,Electrical
10/09/2016 04:53:00 PM,Bronx,20,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 05:39:00 PM,Bronx,14,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/09/2016 05:52:00 PM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 06:13:05 PM,Brooklyn,35,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
10/09/2016 07:19:00 PM,Manhattan,08,Other,Incendiary,Incendiary
10/09/2016 07:42:10 PM,Brooklyn,40,MD Residential Structure,Power Strip,Electrical
10/09/2016 08:45:00 PM,Staten Island,22,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/09/2016 09:01:00 PM,Brooklyn,43,MD Residential Structure,Preliminary Investigation Only,Other
10/09/2016 09:56:53 PM,Manhattan,10,MD Residential Structure,Incendiary,Incendiary
10/09/2016 11:28:02 PM,Brooklyn,38,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/10/2016 02:55:00 AM,Bronx,18,MD Residential Structure,Candle,Open Flame
10/10/2016 03:08:41 AM,Brooklyn,58,Vehicle,Incendiary - Ignitable Liquid,Incendiary
10/10/2016 07:24:49 AM,Brooklyn,44,MD Residential Structure,Transformer,Electrical
10/10/2016 08:00:00 AM,Manhattan,12,Other,Juvenile Firesetter Intervention,Other
10/10/2016 08:24:32 AM,Manhattan,10,MD Residential Structure,Stove - Wood,Appliances
10/10/2016 12:09:04 PM,Bronx,19,MD Residential Structure,Clothes Washer,Appliances
10/10/2016 04:07:00 PM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
10/10/2016 05:18:00 PM,Bronx,15,Outside Rubbish,Incendiary,Incendiary
10/10/2016 05:42:00 PM,Bronx,03,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/10/2016 07:30:00 PM,Manhattan,04,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
10/10/2016 07:58:03 PM,Queens,45,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/10/2016 08:01:00 PM,Brooklyn,42,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/10/2016 08:31:00 PM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
10/10/2016 08:31:51 PM,Manhattan,06,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/10/2016 09:46:17 PM,Manhattan,09,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/10/2016 10:03:00 PM,Bronx,14,PD Residential Structure,Preliminary Investigation Only,Other
10/10/2016 10:55:00 PM,Queens,45,PD Residential Structure,Preliminary Investigation Only,Other
10/11/2016 01:04:08 AM,Brooklyn,57,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/11/2016 01:21:09 AM,Manhattan,16,MD Residential Structure,Food on the Stove,Cooking Carelessness
10/11/2016 01:52:54 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
10/11/2016 02:30:37 AM,Staten Island,22,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
10/11/2016 04:58:00 AM,Manhattan,04,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/11/2016 06:33:00 AM,Bronx,17,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/11/2016 08:00:00 AM,Brooklyn,38,Other,Juvenile Firesetter Intervention,Other
10/11/2016 08:31:00 AM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/11/2016 09:06:00 AM,Brooklyn,39,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/11/2016 09:33:24 AM,Queens,51,MD Residential Structure,Other - Open Flame,Open Flame
10/11/2016 10:20:21 AM,Bronx,20,MD Residential Structure,Food on the Stove,Cooking Carelessness
10/11/2016 10:29:44 AM,Brooklyn,44,Commercial Structure,Other - Liquid,Ignitable
10/11/2016 10:33:41 AM,Staten Island,22,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/11/2016 10:45:00 AM,Manhattan,11,Religious Structure,Preliminary Investigation Only,Other
10/11/2016 11:55:14 AM,Brooklyn,44,PD Residential Structure,Spontaneous Combustion,Natural Sources
10/11/2016 01:16:00 PM,Queens,45,PD Residential Structure,Preliminary Investigation Only,Other
10/11/2016 03:39:00 PM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
10/11/2016 04:43:00 PM,Queens,46,Commercial Structure,Heat From Molten Metal / Slag,Hot Objects
10/11/2016 05:08:00 PM,Queens,52,MD Residential Structure,Preliminary Investigation Only,Other
10/11/2016 05:25:35 PM,Brooklyn,37,MD Residential Structure,Torch - Legal Use of,Open Flame
10/11/2016 06:25:00 PM,Queens,46,Hospital,Preliminary Investigation Only,Other
10/11/2016 06:32:02 PM,Brooklyn,33,PD Residential Structure,Candle,Open Flame
10/11/2016 06:59:00 PM,Brooklyn,37,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/11/2016 07:08:00 PM,Bronx,03,Outside Rubbish,Incendiary - Combustible Material,Incendiary
10/11/2016 07:54:39 PM,Staten Island,22,PD Residential Structure,Permanent Heater - Gas,Heaters
10/11/2016 08:16:00 PM,Brooklyn,39,MD Residential Structure,Preliminary Investigation Only,Other
10/11/2016 09:02:00 PM,Brooklyn,38,Outside Rubbish,Incendiary,Incendiary
10/11/2016 09:38:49 PM,Bronx,19,Burn Notification,Fuse/Circuit Breaker Panel,Electrical
10/11/2016 10:34:00 PM,Queens,54,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/11/2016 11:16:00 PM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
10/12/2016 12:27:00 AM,Manhattan,13,Vehicle,Incendiary - Combustible Material,Incendiary
10/12/2016 01:04:34 AM,Brooklyn,41,PD Residential Structure,Incendiary,Incendiary
10/12/2016 01:36:00 AM,Brooklyn,58,Vehicle,Vehicle Wiring,Electrical
10/12/2016 08:00:00 AM,Queens,47,Other,Juvenile Firesetter Intervention,Other
10/12/2016 08:28:03 AM,Manhattan,11,Commercial Structure,Heat From Molten Metal / Slag,Hot Objects
10/12/2016 09:44:21 AM,Brooklyn,32,Manhole,Preliminary Investigation Only,Other
10/12/2016 10:10:02 AM,Manhattan,07,Other,Preliminary Investigation Only,Other
10/12/2016 11:28:00 AM,Manhattan,04,MD Residential Structure,Preliminary Investigation Only,Other
10/12/2016 12:39:00 PM,Brooklyn,43,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/12/2016 01:26:00 PM,Manhattan,12,MD Residential Structure,Preliminary Investigation Only,Other
10/12/2016 02:01:00 PM,Manhattan,07,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/12/2016 02:16:00 PM,Queens,47,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/12/2016 02:52:00 PM,Manhattan,07,MD Residential Structure,Incendiary,Incendiary
10/12/2016 03:04:42 PM,Manhattan,16,MD Residential Structure,Electrical Wiring,Electrical
10/12/2016 03:12:18 PM,Queens,47,MD Residential Structure,Candle,Open Flame
10/12/2016 08:38:00 PM,Queens,51,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/12/2016 10:34:19 PM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
10/13/2016 02:24:53 AM,Brooklyn,32,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
10/13/2016 02:51:00 AM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
10/13/2016 04:21:43 AM,Queens,49,Outside Rubbish,Candle,Open Flame
10/13/2016 05:54:39 AM,Manhattan,09,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
10/13/2016 08:21:00 AM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
10/13/2016 08:48:00 AM,Brooklyn,48,Transit,Incendiary,Incendiary
10/13/2016 01:35:00 PM,Brooklyn,40,MD Residential Structure,Preliminary Investigation Only,Other
10/13/2016 05:08:22 PM,Queens,28,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
10/13/2016 05:51:00 PM,Brooklyn,48,MD Residential Structure,Preliminary Investigation Only,Other
10/13/2016 06:12:00 PM,Queens,46,Other,Incendiary,Incendiary
10/13/2016 06:47:00 PM,Brooklyn,41,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/13/2016 07:30:00 PM,Manhattan,07,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/13/2016 07:33:00 PM,Queens,50,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/13/2016 08:11:41 PM,Bronx,15,Vehicle,Incendiary - Ignitable Liquid,Incendiary
10/13/2016 08:38:54 PM,Manhattan,01,MD Residential Structure,Incendiary,Incendiary
10/13/2016 08:41:12 PM,Brooklyn,58,Vehicle,Incendiary - Combustible Material,Incendiary
10/13/2016 09:57:00 PM,Brooklyn,44,Vehicle,Incendiary - Combustible Material,Incendiary
10/13/2016 11:01:00 PM,Manhattan,04,School,Other - Open Flame,Open Flame
10/14/2016 12:53:00 AM,Queens,46,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/14/2016 02:30:00 AM,Brooklyn,39,PD Residential Structure,Permanent Heater - Gas,Heaters
10/14/2016 03:19:00 AM,Manhattan,16,MD Residential Structure,Power Strip,Electrical
10/14/2016 03:43:10 AM,Brooklyn,44,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/14/2016 06:10:00 AM,Manhattan,10,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/14/2016 07:18:00 AM,Queens,47,Outside Rubbish,Other - No Fire,No Fire
10/14/2016 10:41:00 AM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
10/14/2016 12:30:00 PM,Staten Island,22,Outside Rubbish,Other - Open Flame,Open Flame
10/14/2016 12:31:01 PM,Brooklyn,44,MD Residential Structure,Power Strip,Electrical
10/14/2016 02:01:00 PM,Manhattan,11,Other,Heat or Sparks from Friction,Hot Objects
10/14/2016 02:06:50 PM,Queens,46,PD Residential Structure,Extension Cord,Electrical
10/14/2016 02:18:09 PM,Manhattan,13,MD Residential Structure,Candle,Open Flame
10/14/2016 03:28:34 PM,Bronx,17,MD Residential Structure,Candle,Open Flame
10/14/2016 05:22:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
10/14/2016 05:36:00 PM,Queens,52,PD Residential Structure,Preliminary Investigation Only,Other
10/14/2016 07:36:00 PM,Manhattan,16,MD Residential Structure,Preliminary Investigation Only,Other
10/14/2016 08:06:00 PM,Manhattan,04,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/14/2016 08:14:52 PM,Brooklyn,33,Other,Candle,Open Flame
10/14/2016 08:40:00 PM,Queens,49,Outside Rubbish,Incendiary,Incendiary
10/14/2016 09:56:00 PM,Brooklyn,43,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/15/2016 01:27:00 AM,Manhattan,04,MD Residential Structure,Preliminary Investigation Only,Other
10/15/2016 03:05:43 AM,Manhattan,04,MD Residential Structure,Electrical Wiring,Electrical
10/15/2016 03:26:00 AM,Manhattan,11,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
10/15/2016 03:35:23 AM,Manhattan,12,MD Residential Structure,Other - No Fire,No Fire
10/15/2016 04:34:45 AM,Queens,39,PD Residential Structure,Chimney/Flues,Hot Objects
10/15/2016 05:12:37 AM,Manhattan,04,MD Residential Structure,Other - Electrical,Electrical
10/15/2016 06:15:00 AM,Bronx,26,MD Residential Structure,Incendiary,Incendiary
10/15/2016 11:15:00 AM,Manhattan,02,MD Residential Structure,Other - Hot Objects,Hot Objects
10/15/2016 12:32:00 PM,Manhattan,06,MD Residential Structure,Solar Rays,Natural Sources
10/15/2016 01:00:00 PM,Bronx,03,Other,SIU Investigation,Other
10/15/2016 03:12:00 PM,Manhattan,11,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/15/2016 03:29:00 PM,Manhattan,11,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/15/2016 03:36:48 PM,Queens,52,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/15/2016 07:56:48 PM,Bronx,03,MD Residential Structure,Other - Electrical,Electrical
