Case_Year,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2020,10/21/2020 03:09:02 PM,Brooklyn,58,18,069,Commercial Structure,Incendiary,Incendiary
2020,10/21/2020 09:27:21 PM,Bronx,20,09,043,MD Residential Structure,Incendiary,Incendiary
2020,10/21/2020 10:17:17 PM,Manhattan,12,11,025,MD Residential Structure,Incendiary,Incendiary
2020,10/21/2020 11:01:04 PM,Bronx,18,06,048,MD Residential Structure,MFA,No Fire
2020,10/22/2020 01:22:00 AM,Manhattan,12,11,025,MFA,MFA,No Fire
2020,10/22/2020 02:27:00 AM,Manhattan,12,11,025,MFA,MFA,No Fire
2020,10/22/2020 12:11:40 PM,Brooklyn,,16,073,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
2020,10/22/2020 08:35:16 PM,Bronx,20,06,048,Group Home,Child Playing w/ Other Open Flame,Open Flame
2020,10/22/2020 08:42:41 PM,Queens,47,14,101,PD Residential Structure,Spontaneous Combustion,Natural Sources
2020,10/22/2020 11:29:54 PM,Queens,46,06,112,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2020,10/23/2020 03:44:37 AM,Manhattan,04,03,009,MD Residential Structure,Other - Hot Objects,Hot Objects
2020,10/23/2020 04:52:57 AM,Brooklyn,40,07,072,PD Residential Structure,Other - Electrical,Electrical
2020,10/23/2020 11:53:24 AM,Staten Island,,03,123,PD Residential Structure,Electrical Wiring,Electrical
2020,10/23/2020 01:52:10 PM,Bronx,03,02,041,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2020,10/23/2020 08:19:22 PM,Staten Island,23,02,122,Vehicle,Spontaneous Combustion,Natural Sources
2020,10/23/2020 08:45:33 PM,Manhattan,,04,010,Commercial Structure,Spontaneous Combustion,Natural Sources
2020,10/23/2020 09:55:28 PM,Brooklyn,,14,070,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2020,10/24/2020 02:50:23 AM,Brooklyn,40,10,068,Vehicle,Incendiary,Incendiary
2020,10/24/2020 05:05:59 AM,Queens,47,14,101,MD Residential Structure,Incendiary,Incendiary
2020,10/24/2020 01:18:17 PM,Queens,52,07,109,MD Residential Structure,Feeder Cable,Electrical
2020,10/24/2020 05:29:43 PM,Manhattan,12,11,025,Vehicle,Incendiary - Combustible Material,Incendiary
2020,10/24/2020 07:34:56 PM,Staten Island,23,03,123,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
2020,10/24/2020 08:43:39 PM,Bronx,18,09,043,MD Residential Structure,Electrical Wiring,Electrical
2020,10/24/2020 09:17:39 PM,Brooklyn,33,15,061,PD Residential Structure,Other Appliance,Appliances
2020,10/24/2020 09:25:30 PM,Brooklyn,43,15,061,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
2020,10/24/2020 09:36:06 PM,Queens,51,09,102,PD Residential Structure,Electrical Wiring,Electrical
2020,10/24/2020 11:16:40 PM,Bronx,03,02,041,MD Residential Structure,Extension Cord,Electrical
2020,10/25/2020 01:17:59 AM,Manhattan,10,08,019,MD Residential Structure,Electrical Wiring,Electrical
2020,10/25/2020 02:17:02 AM,Staten Island,23,03,123,Other,Hot Embers,Hot Objects
2020,10/25/2020 11:13:00 AM,Bronx,15,12,047,MFA,MFA,No Fire
2020,10/25/2020 12:36:00 PM,Queens,52,07,109,MD Residential Structure,Electrical Wiring,Electrical
2020,10/25/2020 01:48:00 PM,Brooklyn,40,12,066,MD Residential Structure,Incendiary,Incendiary
2020,10/25/2020 01:52:59 PM,Brooklyn,28,04,083,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
2020,10/25/2020 05:33:47 PM,Manhattan,12,10,028,MD Residential Structure,Electrical Wiring,Electrical
2020,10/25/2020 07:56:31 PM,Brooklyn,58,18,069,MD Residential Structure,Food on the Stove,Cooking Carelessness
2020,10/25/2020 10:34:58 PM,Brooklyn,35,01,094,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2020,10/26/2020 02:00:00 AM,Brooklyn,31,01,090,MD Residential Structure,Incendiary,Incendiary
2020,10/26/2020 04:05:38 AM,Brooklyn,33,15,061,MD Residential Structure,Electrical Wiring,Electrical
2020,10/26/2020 09:30:19 AM,Bronx,14,01,040,MD Residential Structure,Incense,Hot Objects
2020,10/27/2020 12:37:11 AM,Queens,51,10,106,Commercial Structure,Incendiary - Combustible Material,Incendiary
2020,10/27/2020 12:45:38 AM,Bronx,19,06,048,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,10/27/2020 04:36:14 AM,Brooklyn,42,10,068,Vehicle,Electrical Wiring,Electrical
2020,10/27/2020 02:08:53 PM,Staten Island,23,03,123,Boat,Motors - Fossil Fuel Powered,Motors
2020,10/27/2020 08:04:35 PM,Bronx,15,12,047,Vehicle,Smoking (Cigarette/Cigar),Smoking
2020,10/27/2020 08:13:23 PM,Bronx,,01,040,MD Residential Structure,Incendiary,Incendiary
2020,10/27/2020 09:05:45 PM,Manhattan,,08,019,Commercial Structure,Permanent Heater - Gas,Heaters
2020,10/27/2020 11:04:26 PM,Bronx,18,06,048,MFA,MFA,No Fire
2020,10/27/2020 11:09:19 PM,Queens,45,01,114,MD Residential Structure,Incendiary,Incendiary
2020,10/28/2020 09:59:55 AM,Bronx,03,02,041,No Fire,Preliminary Investigation Only,Other
2020,10/28/2020 10:30:00 AM,Manhattan,08,06,017,Other,SIU Investigation,Other
2020,10/28/2020 01:40:44 PM,Brooklyn,57,03,079,PD Residential Structure,Electrical Wiring,Electrical
2020,10/28/2020 03:11:31 PM,Staten Island,21,01,120,Vehicle,Motors - Fossil Fuel Powered,Motors
2020,10/28/2020 04:45:46 PM,Bronx,14,01,040,Commercial Structure,Stove/Cooking - Fryer,Cooking Carelessness
2020,10/28/2020 05:11:26 PM,Bronx,18,09,043,Commercial Structure,Heat or Sparks from Friction,Hot Objects
2020,10/28/2020 07:10:49 PM,Brooklyn,41,18,063,PD Residential Structure,Electrical Wiring,Electrical
2020,10/28/2020 10:04:23 PM,Manhattan,13,12,034,Burn Notification,Candle,Open Flame
2020,10/29/2020 02:32:00 AM,Brooklyn,38,08,077,MFA,MFA,No Fire
2020,10/29/2020 02:59:54 AM,Brooklyn,41,17,067,PD Residential Structure,Extension Cord,Electrical
2020,10/29/2020 07:24:53 AM,Manhattan,08,05,018,Commercial Structure,Feeder Cable,Electrical
2020,10/29/2020 01:15:27 PM,Bronx,27,12,047,MD Residential Structure,Portable Heater,Heaters
2020,10/29/2020 06:42:33 PM,Manhattan,09,05,018,Commercial Structure,Preliminary Investigation Only,Other
2020,10/29/2020 09:08:26 PM,Brooklyn,57,08,077,MD Residential Structure,Chimney/Flues,Hot Objects
2020,10/30/2020 12:26:46 AM,Bronx,20,10,045,Vehicle,Electrical Wiring,Electrical
2020,10/30/2020 12:28:10 AM,Staten Island,23,03,122,PD Residential Structure,Electrical Wiring,Electrical
2020,10/30/2020 08:20:53 AM,Brooklyn,31,06,078,MD Residential Structure,Electrical Wiring,Electrical
2020,10/30/2020 12:19:49 PM,Brooklyn,35,01,090,Vehicle,Preliminary Investigation Only,Other
2020,10/30/2020 07:10:49 PM,Queens,52,08,107,PD Residential Structure,Candle,Open Flame
2020,10/30/2020 07:34:00 PM,Queens,45,01,114,MFA,MFA,No Fire
2020,10/30/2020 08:19:18 PM,Manhattan,09,07,020,MD Residential Structure,Heat from an Iron,Hot Objects
2020,10/31/2020 07:32:57 AM,Brooklyn,,05,075,Commercial Structure,Torch - Legal Use of,Open Flame
2020,10/31/2020 03:17:13 PM,Staten Island,22,01,121,No Fire,Other - No Fire,No Fire
2020,10/31/2020 05:49:51 PM,Queens,46,03,115,PD Residential Structure,Power Strip,Electrical
2020,10/31/2020 08:58:11 PM,Queens,50,12,113,Vehicle,Incendiary,Incendiary
2020,10/31/2020 09:02:33 PM,Manhattan,06,06,013,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2020,10/31/2020 10:13:36 PM,Brooklyn,,11,062,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,10/31/2020 11:29:45 PM,Brooklyn,,17,067,MD Residential Structure,Candle,Open Flame
2020,11/01/2020 01:43:54 AM,Staten Island,21,01,120,PD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2020,11/01/2020 04:41:00 AM,Manhattan,16,09,030,Outside Rubbish,Incendiary,Incendiary
2020,11/01/2020 05:31:01 AM,Queens,51,10,106,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2020,11/01/2020 05:45:51 AM,Manhattan,,11,025,MD Residential Structure,Candle,Open Flame
2020,11/01/2020 05:47:12 AM,Queens,,13,105,PD Residential Structure,Other,Other
2020,11/01/2020 06:40:55 AM,Queens,,04,110,PD Residential Structure,Portable Heater - Propane,Heaters
2020,11/01/2020 08:12:31 AM,Brooklyn,48,07,072,PD Residential Structure,Electrical Wiring,Electrical
2020,11/01/2020 12:04:00 PM,Manhattan,,02,005,MD Residential Structure,Heat from Light Bulb,Hot Objects
2020,11/01/2020 01:09:39 PM,Brooklyn,31,06,078,MD Residential Structure,Food on the Stove,Cooking Carelessness
2020,11/01/2020 02:46:21 PM,Manhattan,,05,018,MD Residential Structure,Electrical Wiring,Electrical
2020,11/01/2020 03:08:07 PM,Staten Island,21,01,120,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2020,11/01/2020 08:22:40 PM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/01/2020 11:00:06 PM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/02/2020 04:31:02 AM,Manhattan,13,12,034,Vehicle,Vehicle Wiring,Electrical
2020,11/02/2020 08:52:23 AM,Brooklyn,,10,068,MD Residential Structure,Electrical Wiring,Electrical
2020,11/02/2020 09:03:14 AM,Bronx,19,05,046,MD Residential Structure,Candle,Open Flame
2020,11/02/2020 01:17:00 PM,Brooklyn,31,03,079,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/02/2020 05:45:00 PM,Brooklyn,41,17,067,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/02/2020 07:13:00 PM,Manhattan,09,04,018,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/02/2020 07:39:05 PM,Brooklyn,42,11,062,MD Residential Structure,Carbon Monoxide Incident,No Fire
2020,11/02/2020 08:11:04 PM,Bronx,20,10,045,Commercial Structure,Electrical Wiring,Electrical
2020,11/02/2020 08:29:00 PM,Bronx,18,06,048,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/02/2020 08:41:49 PM,Brooklyn,,17,067,MD Residential Structure,Permanent Heater,Heaters
2020,11/03/2020 07:33:57 AM,Queens,53,13,105,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/03/2020 08:32:21 AM,Brooklyn,58,05,075,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/03/2020 11:16:30 AM,Manhattan,08,06,013,MD Residential Structure,Incendiary,Incendiary
2020,11/03/2020 12:32:45 PM,Bronx,17,04,044,Vehicle,Electrical Wiring,Electrical
2020,11/03/2020 12:42:23 PM,Bronx,17,04,044,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/03/2020 12:45:24 PM,Manhattan,07,04,014,MD Residential Structure,Permanent Heater - Gas,Heaters
2020,11/03/2020 01:45:39 PM,Manhattan,09,04,018,MD Residential Structure,Extension Cord,Electrical
2020,11/03/2020 02:10:22 PM,Bronx,20,11,049,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/03/2020 02:47:56 PM,Queens,54,12,113,PD Residential Structure,Electrical Wiring,Electrical
2020,11/03/2020 07:26:29 PM,Manhattan,16,10,032,MD Residential Structure,Torch - Legal Use of,Open Flame
2020,11/03/2020 08:24:58 PM,Queens,50,12,103,Vehicle,Vehicle Wiring,Electrical
2020,11/03/2020 10:01:13 PM,Brooklyn,48,12,066,MD Residential Structure,Food on the Stove,Cooking Carelessness
2020,11/03/2020 10:16:23 PM,Manhattan,10,08,019,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/04/2020 06:31:42 AM,Queens,13,13,105,PD Residential Structure,Electrical Wiring,Electrical
2020,11/04/2020 07:25:00 AM,Queens,,12,113,Other,Incendiary,Incendiary
2020,11/04/2020 09:16:59 AM,Manhattan,10,08,019,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2020,11/04/2020 10:28:00 AM,Bronx,18,06,048,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/04/2020 11:47:11 AM,Manhattan,,08,019,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
2020,11/04/2020 02:37:22 PM,Queens,50,09,102,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/04/2020 04:29:39 PM,Queens,,08,107,PD Residential Structure,Ignitable Liquids/Gases - Fuel Oil,Ignitable
2020,11/04/2020 05:07:00 PM,Queens,50,12,113,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/04/2020 08:26:00 PM,Manhattan,06,02,006,Other,SIU Investigation,Other
2020,11/04/2020 08:33:05 PM,Manhattan,,10,028,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2020,11/04/2020 08:59:51 PM,Bronx,,05,046,MD Residential Structure,Incendiary,Incendiary
2020,11/04/2020 09:42:00 PM,Queens,54,12,113,Other,Incendiary - Ignitable Liquid,Incendiary
2020,11/04/2020 10:31:34 PM,Brooklyn,48,12,066,MFA,Preliminary Investigation Only,Other
2020,11/04/2020 10:45:00 PM,Brooklyn,41,14,070,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/04/2020 11:57:01 PM,Brooklyn,35,01,094,Vehicle,Incendiary,Incendiary
2020,11/05/2020 01:30:01 AM,Queens,46,05,104,PD Residential Structure,Candle,Open Flame
2020,11/05/2020 08:46:31 AM,Brooklyn,48,12,066,No Fire,MFA,No Fire
2020,11/05/2020 12:15:41 PM,Bronx,15,10,045,Commercial Structure,Incendiary,Incendiary
2020,11/05/2020 02:39:29 PM,Manhattan,08,06,017,Vehicle,Incendiary - Combustible Material,Incendiary
2020,11/05/2020 03:23:07 PM,Brooklyn,45,01,094,Vehicle,Vehicle Wiring,Electrical
2020,11/05/2020 03:27:00 PM,Brooklyn,41,14,070,MFA,MFA,No Fire
2020,11/05/2020 11:46:53 PM,Brooklyn,48,12,066,MD Residential Structure,Motors - Electric,Motors
2020,11/06/2020 01:40:39 AM,Brooklyn,57,03,079,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/06/2020 01:54:10 AM,Queens,51,09,102,PD Residential Structure,Electrical Wiring,Electrical
2020,11/06/2020 09:52:45 AM,Manhattan,07,04,010,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/06/2020 11:03:29 AM,Queens,52,07,109,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/06/2020 11:27:40 AM,Queens,28,05,104,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/06/2020 03:51:19 PM,Queens,39,10,106,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/06/2020 06:01:56 PM,Brooklyn,57,03,079,MD Residential Structure,Extension Cord,Electrical
2020,11/06/2020 08:16:47 PM,Queens,49,01,114,PD Residential Structure,Electrical Wiring,Electrical
2020,11/06/2020 11:41:22 PM,Brooklyn,44,16,073,School,Incendiary,Incendiary
2020,11/07/2020 01:10:37 AM,Manhattan,06,03,009,MD Residential Structure,Candle,Open Flame
2020,11/07/2020 05:02:00 AM,Queens,47,14,101,PD Residential Structure,Incendiary - Combustible Material,Incendiary
2020,11/07/2020 01:45:48 PM,Queens,54,12,113,PD Residential Structure,Incendiary - Reckless Use of Open Flame,Incendiary
2020,11/07/2020 03:57:42 PM,Brooklyn,38,09,071,Vehicle,Preliminary Investigation Only,Other
2020,11/07/2020 04:10:55 PM,Manhattan,09,04,014,Commercial Structure,Motors - Electric,Motors
2020,11/07/2020 04:46:07 PM,Brooklyn,,17,067,PD Residential Structure,Incense,Hot Objects
2020,11/07/2020 11:23:00 PM,Manhattan,12,11,025,Vehicle,Incendiary - Combustible Material,Incendiary
2020,11/08/2020 03:16:22 AM,Bronx,,04,044,MD Residential Structure,Candle,Open Flame
2020,11/08/2020 09:25:45 AM,Brooklyn,58,18,063,MD Residential Structure,Incense,Hot Objects
2020,11/08/2020 09:59:43 AM,Manhattan,13,12,033,MD Residential Structure,Juvenile Firesetter Intervention,Other
2020,11/08/2020 10:59:48 AM,Manhattan,01,01,001,MD Residential Structure,Candle,Open Flame
2020,11/08/2020 12:01:59 PM,Brooklyn,44,16,073,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/08/2020 01:13:33 PM,Manhattan,10,08,019,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2020,11/08/2020 01:19:00 PM,Manhattan,02,02,001,MFA,MFA,No Fire
2020,11/08/2020 01:23:50 PM,Brooklyn,39,05,075,MD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
2020,11/08/2020 04:36:43 PM,Bronx,26,03,042,Vehicle,Preliminary Investigation Only,Other
2020,11/08/2020 07:52:49 PM,Bronx,15,12,047,PD Residential Structure,Electrical Wiring,Electrical
2020,11/08/2020 09:08:53 PM,Queens,50,12,103,No Fire,Carbon Monoxide Incident,No Fire
2020,11/08/2020 11:40:19 PM,Queens,,12,103,Commercial Structure,Incendiary,Incendiary
2020,11/09/2020 12:27:48 AM,Bronx,14,01,040,Vehicle,Electrical Wiring,Electrical
2020,11/09/2020 02:13:34 AM,Brooklyn,37,04,083,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/09/2020 04:27:06 AM,Bronx,17,03,042,Vehicle,Electrical Wiring,Electrical
2020,11/09/2020 09:14:04 AM,Manhattan,09,04,018,School,Food on the Stove,Cooking Carelessness
2020,11/09/2020 04:06:44 PM,Queens,51,10,106,PD Residential Structure,Torch - Legal Use of,Open Flame
2020,11/09/2020 08:15:00 PM,Queens,46,04,110,Commercial Structure,Incendiary,Incendiary
2020,11/09/2020 10:06:34 PM,Manhattan,09,05,018,Manhole,Preliminary Investigation Only,
2020,11/10/2020 12:43:51 AM,Manhattan,06,06,013,MFA,MFA,No Fire
2020,11/10/2020 01:35:35 AM,Manhattan,04,03,007,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2020,11/10/2020 03:00:00 AM,Queens,53,13,105,Commercial Structure,Incendiary,Incendiary
2020,11/10/2020 05:18:54 AM,Queens,51,09,102,PD Residential Structure,Electrical Wiring,Electrical
2020,11/10/2020 07:56:44 AM,Brooklyn,,17,067,MD Residential Structure,Extension Cord,Electrical
2020,11/10/2020 09:19:50 AM,Queens,46,06,112,Vehicle,Smoking (Cigarette/Cigar),Smoking
2020,11/10/2020 10:39:17 AM,Brooklyn,,05,075,Commercial Structure,Heat or Sparks from Friction,Hot Objects
2020,11/10/2020 11:15:01 AM,Bronx,20,09,043,Vehicle,Other - Hot Objects,Hot Objects
2020,11/10/2020 12:48:38 PM,Bronx,19,05,046,MD Residential Structure,TV,Electrical Devices
2020,11/10/2020 02:11:00 PM,Manhattan,13,12,033,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/10/2020 04:58:00 PM,Manhattan,16,09,030,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/10/2020 05:38:50 PM,Bronx,,09,043,PD Residential Structure,Electrical Wiring,Electrical
2020,11/10/2020 06:13:58 PM,Bronx,18,06,048,Vehicle,Incendiary,Incendiary
2020,11/10/2020 09:29:21 PM,Manhattan,06,06,013,No Fire,Other - No Fire,No Fire
2020,11/10/2020 11:40:00 PM,Brooklyn,33,18,063,PD Residential Structure,Preliminary Investigation Only,Other
2020,11/11/2020 12:36:39 AM,Manhattan,06,06,013,MFA,Other - No Fire,No Fire
2020,11/11/2020 12:55:45 AM,Manhattan,06,06,013,No Fire,Other - No Fire,No Fire
2020,11/11/2020 02:59:26 AM,Brooklyn,,05,075,MD Residential Structure,Food on the Stove,Cooking Carelessness
2020,11/11/2020 03:52:04 AM,Manhattan,13,12,034,MD Residential Structure,Incendiary,Incendiary
2020,11/11/2020 03:58:27 AM,Queens,54,13,105,PD Residential Structure,Candle,Open Flame
2020,11/11/2020 03:18:13 PM,Queens,52,07,109,PD Residential Structure,Hard Wire Outlet,Electrical
2020,11/11/2020 10:16:06 PM,Queens,52,07,109,PD Residential Structure,Other - Electrical,Electrical
2020,11/11/2020 11:06:27 PM,Brooklyn,42,11,062,PD Residential Structure,Electrical Wiring,Electrical
2020,11/12/2020 12:54:00 AM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/12/2020 12:54:10 AM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/12/2020 01:56:02 AM,Bronx,,04,044,Vehicle,Motors - Fossil Fuel Powered,Motors
2020,11/12/2020 03:21:09 AM,Bronx,,07,052,Vehicle,Vehicle Wiring,Electrical
2020,11/12/2020 08:51:17 AM,Queens,51,09,102,PD Residential Structure,Candle,Open Flame
2020,11/12/2020 03:08:53 PM,Queens,52,07,109,Commercial Structure,Incendiary,Incendiary
2020,11/12/2020 03:17:00 PM,Queens,52,07,109,Hotel,Incendiary,Incendiary
2020,11/12/2020 04:02:03 PM,Brooklyn,,16,073,MD Residential Structure,Refrigeration Compressor,Appliances
2020,11/12/2020 05:48:12 PM,Bronx,,02,041,MD Residential Structure,Food on the Stove,Cooking Carelessness
2020,11/12/2020 06:16:00 PM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/12/2020 06:16:07 PM,Brooklyn,41,17,067,Vehicle,Incendiary,Incendiary
2020,11/12/2020 07:00:09 PM,Manhattan,12,11,025,Vehicle,Incendiary,Incendiary
2020,11/12/2020 07:03:59 PM,Brooklyn,,17,067,MD Residential Structure,Electrical Wiring,Electrical
2020,11/12/2020 07:07:46 PM,Brooklyn,,17,067,Vehicle,Motors - Electric,Motors
2020,11/12/2020 07:54:41 PM,Bronx,,12,047,MD Residential Structure,Incendiary,Incendiary
2020,11/12/2020 08:33:39 PM,Brooklyn,,01,090,MD Residential Structure,Lighting Fixture,Electrical
2020,11/13/2020 12:59:23 AM,Manhattan,,12,033,Commercial Structure,Electrical Wiring,Electrical
2020,11/13/2020 01:21:00 AM,Bronx,17,04,044,Vehicle,SIU Investigation,Other
2020,11/13/2020 03:35:45 AM,Queens,52,08,107,Garage/Shed,Incendiary,Incendiary
2020,11/13/2020 07:19:47 AM,Bronx,,07,052,PD Residential Structure,Electrical Wiring,Electrical
2021,11/13/2020 09:00:00 AM,Manhattan,,12,034,Outside Rubbish,Incendiary,Incendiary
2020,11/13/2020 10:14:11 AM,Bronx,,04,048,PD Residential Structure,Electrical Wiring,Electrical
2020,11/13/2020 01:55:00 PM,Queens,54,12,113,Outside Rubbish,Barbecue - Wood/Charcoal,Cooking Carelessness
2020,11/13/2020 09:52:39 PM,Queens,51,09,102,Commercial Structure,Electrical Wiring,Electrical
2020,11/13/2020 10:18:00 PM,Brooklyn,38,09,071,MD Residential Structure,Other - No Fire,No Fire
2020,11/13/2020 11:01:18 PM,Queens,52,07,109,Commercial Structure,Power Strip,Electrical
2020,11/14/2020 02:39:58 AM,Queens,54,13,105,Commercial Structure,Vehicle Wiring,Electrical
2020,11/14/2020 06:05:52 AM,Bronx,,08,050,MD Residential Structure,Other - Electrical,Electrical
2020,11/14/2020 02:49:56 PM,Bronx,18,09,043,MD Residential Structure,Refrigeration Compressor,Appliances
2020,11/14/2020 03:30:00 PM,Bronx,26,03,042,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/14/2020 04:31:00 PM,Manhattan,06,02,006,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/14/2020 06:00:00 PM,Bronx,03,09,043,Other,Other - No Fire,No Fire
2020,11/14/2020 06:44:00 PM,Manhattan,11,07,020,MD Residential Structure,Preliminary Investigation Only,Other
2020,11/14/2020 11:47:55 PM,Manhattan,07,04,010,MD Residential Structure,Incendiary,Incendiary
2020,11/15/2020 01:34:05 AM,Brooklyn,38,09,071,MD Residential Structure,Incendiary,Incendiary
2020,11/15/2020 01:40:38 AM,Brooklyn,48,07,072,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2020,11/15/2020 01:56:42 AM,Queens,39,10,106,PD Residential Structure,Candle,Open Flame
2020,11/15/2020 08:18:26 AM,Bronx,20,10,045,Garage/Shed,Candle,Open Flame
2020,11/15/2020 12:03:09 PM,Queens,45,01,114,Garage/Shed,Preliminary Investigation Only,Other
2020,11/15/2020 05:35:09 PM,Bronx,26,01,040,MD Residential Structure,Incendiary,Incendiary
2020,11/15/2020 05:48:55 PM,Brooklyn,41,17,067,Commercial Structure,Other,Other
2020,11/15/2020 06:57:03 PM,Brooklyn,33,14,070,MD Residential Structure,Other - Electrical,Electrical
2020,11/15/2020 08:40:16 PM,Brooklyn,38,09,071,Group Home,Incendiary,Incendiary
